,CSK,SEN,IoU,geometry
37,1758266,S1A_IW_SLC__1SDV_20210314T181029_20210314T181055_036998_045A85_18C5,0.0,"MULTIPOLYGON (((-4.270398999999999 36.634609, -4.665932 38.255932, -1.764116 38.656353, -1.433605 37.036453, -4.270398999999999 36.634609)), ((-0.977227 37.74419, -1.433884 37.811516, -1.329615 38.264454, -0.867958 38.196781, -0.977227 37.74419)))"
38,1758266,S1A_IW_SLC__1SDV_20210314T181004_20210314T181031_036998_045A85_3C1E,0.0,"MULTIPOLYGON (((-3.930092 35.13858, -4.318203 36.761265, -1.469373 37.164314, -1.141905 35.543293, -3.930092 35.13858)), ((-0.977227 37.74419, -1.433884 37.811516, -1.329615 38.264454, -0.867958 38.196781, -0.977227 37.74419)))"
39,1758266,S1A_IW_SLC__1SDV_20210314T180939_20210314T181006_036998_045A85_F25D,0.0,"MULTIPOLYGON (((-3.566607 33.646683, -3.946958 35.268845, -1.159798 35.67234000000001, -0.8356709999999999 34.052097, -3.566607 33.646683)), ((-0.977227 37.74419, -1.433884 37.811516, -1.329615 38.264454, -0.867958 38.196781, -0.977227 37.74419)))"
40,1766244,S1B_IW_SLC__1SDV_20210320T180932_20210320T181000_026102_031D58_9F83,0.04356701262245285,"MULTIPOLYGON (((-4.063042 35.747684, -4.467663 37.425766, -1.606884 37.82615999999999, -1.266632 36.149693, -4.063042 35.747684)), ((-3.410079 36.907101, -3.864909 36.977978, -3.751314 37.434284, -3.306838 37.365414, -3.410079 36.907101)))"
41,1766244,S1B_IW_SLC__1SDV_20210320T180904_20210320T180934_026102_031D58_EBB2,0.0,"MULTIPOLYGON (((-3.671429 34.086658, -4.095675 35.883701, -1.29424 36.28557199999999, -0.9337280000000001 34.490547, -3.671429 34.086658)), ((-3.410079 36.907101, -3.864909 36.977978, -3.751314 37.434284, -3.306838 37.365414, -3.410079 36.907101)))"
42,1803500,S1B_IW_SLC__1SDV_20210415T175301_20210415T175328_026481_032958_D8E8,0.0,"MULTIPOLYGON (((0.107327 35.486397, -0.282554 37.109276, 2.577999 37.51165, 2.906233 35.89038499999999, 0.107327 35.486397)), ((-0.9752999999999999 37.742527, -1.432044 37.809647, -1.327715 38.262794, -0.866018 38.195377, -0.9752999999999999 37.742527)))"
43,1803500,S1B_IW_SLC__1SDV_20210415T175235_20210415T175303_026481_032958_AFB5,0.0,"MULTIPOLYGON (((0.487262 33.937748, 0.091972 35.617535, 2.889095 36.020149, 3.225305 34.342304, 0.487262 33.937748)), ((-0.9752999999999999 37.742527, -1.432044 37.809647, -1.327715 38.262794, -0.866018 38.195377, -0.9752999999999999 37.742527)))"
44,1842706,S1A_IW_SLC__1SDV_20210501T181030_20210501T181057_037698_0472BD_4E69,0.0,"MULTIPOLYGON (((-4.268754 36.634472, -4.664306 38.255939, -1.76283 38.656315, -1.432292 37.036274, -4.268754 36.634472)), ((-0.977749 37.739296, -1.43443 37.806396, -1.330135 38.259529, -0.868676 38.192116, -0.977749 37.739296)))"
45,1842706,S1A_IW_SLC__1SDV_20210501T181005_20210501T181032_037698_0472BD_2279,0.0,"MULTIPOLYGON (((-3.92828 35.137676, -4.316406 36.76050900000001, -1.467934 37.163517, -1.140441 35.542351, -3.92828 35.137676)), ((-0.977749 37.739296, -1.43443 37.806396, -1.330135 38.259529, -0.868676 38.192116, -0.977749 37.739296)))"
46,1842706,S1A_IW_SLC__1SDV_20210501T180940_20210501T181007_037698_0472BD_6C4C,0.0,"MULTIPOLYGON (((-3.564911 33.646381, -3.94528 35.268692, -1.15853 35.672131, -0.834376 34.051743, -3.564911 33.646381)), ((-0.977749 37.739296, -1.43443 37.806396, -1.330135 38.259529, -0.868676 38.192116, -0.977749 37.739296)))"
47,1858969,S1B_IW_SLC__1SDV_20210507T180934_20210507T181002_026802_0333A6_D8A5,0.04386193805159861,"MULTIPOLYGON (((-4.062255 35.747749, -4.466847 37.425987, -1.606452 37.826263, -1.266225 36.149639, -4.062255 35.747749)), ((-3.415794 36.909389, -3.871303 36.980324, -3.759696 37.438572, -3.312937 37.369385, -3.415794 36.909389)))"
48,1858969,S1B_IW_SLC__1SDV_20210507T180906_20210507T180936_026802_0333A6_711D,0.0,"MULTIPOLYGON (((-3.670811 34.087185, -4.094822 35.883522, -1.293778 36.285275, -0.933466 34.490952, -3.670811 34.087185)), ((-3.415794 36.909389, -3.871303 36.980324, -3.759696 37.438572, -3.312937 37.369385, -3.415794 36.909389)))"
49,1281464,S1B_IW_SLC__1SDV_20200206T180927_20200206T180954_020152_026258_07C7,0.04407971658212833,"MULTIPOLYGON (((-4.06315 35.748829, -4.467561 37.426167, -1.636154 37.822746, -1.295441 36.14698, -4.06315 35.748829)), ((-3.420715 36.910255, -3.875486 36.981091, -3.764364 37.437473, -3.318358 37.368431, -3.420715 36.910255)))"
